Link,Player,College,Pick,Position,Team,Year
https://www.nfl.com/prospects/wayne-gallman/32004741-4c64-9066-25c6-c9a8be2311bb,Wayne Gallman,CLEMSON,129,RB,New York Giants,2017
https://www.nfl.com/prospects/brian-hill/32004849-4c10-1853-2631-7195c754bf41,Brian Hill,WYOMING,140,RB,Atlanta Falcons,2017
https://www.nfl.com/prospects/joe-williams/32005749-4c38-6826-9a7b-96defdc5168c,Joe Williams,UTAH,110,RB,San Francisco 49ers,2017
https://www.nfl.com/prospects/chris-carson/32004341-5256-8144-487d-eff74f49df34,Chris Carson,OKLAHOMA STATE,223,RB,Seattle Seahawks,2017
https://www.nfl.com/prospects/de-angelo-henderson-sr/32004845-4e05-4848-5be1-eb8e3f08802a,De'Angelo Henderson Sr.,COASTAL CAROLINA,179,RB,Denver Broncos,2017
https://www.nfl.com/prospects/t-j-logan/32004c4f-4776-5234-e831-0a4eaf2326f1,T.J. Logan,NORTH CAROLINA,163,RB,Arizona Cardinals,2017
https://www.nfl.com/prospects/donnel-pumphrey/32005055-4d42-2791-b587-56baa1bdae3e,Donnel Pumphrey,SAN DIEGO STATE,121,RB,Philadelphia Eagles,2017
https://www.nfl.com/prospects/saquon-barkley/32004241-5219-2674-af43-1519254e563d,Saquon Barkley,PENN STATE,2,RB,New York Giants,2018
https://www.nfl.com/prospects/derrius-guice/32004755-4907-4673-ed5d-0dca81c2e6f3,Derrius Guice,LSU,59,RB,Washington Commanders,2018
https://www.nfl.com/prospects/ronald-jones/32004a4f-4e70-5925-2b49-5f67cfbf7e05,Ronald Jones,USC,38,RB,Tampa Bay Buccaneers,2018
https://www.nfl.com/prospects/sony-michel/32004d49-4351-7884-c6be-b720a5a54649,Sony Michel,GEORGIA,31,RB,New England Patriots,2018
https://www.nfl.com/prospects/kerryon-johnson/32004a4f-4839-9188-cb7b-f29b5ea64839,Kerryon Johnson,AUBURN,43,RB,Detroit Lions,2018
https://www.nfl.com/prospects/rashaad-penny/32005045-4e50-4753-3f3f-c08ffd9467b0,Rashaad Penny,SAN DIEGO STATE,27,RB,Seattle Seahawks,2018
https://www.nfl.com/prospects/nick-chubb/32004348-5503-3942-d8b2-181bd658412e,Nick Chubb,GEORGIA,35,RB,Cleveland Browns,2018
https://www.nfl.com/prospects/royce-freeman/32004652-4537-6456-ac22-4a857061d9e4,Royce Freeman,OREGON,71,RB,Denver Broncos,2018
https://www.nfl.com/prospects/nyheim-hines/32004849-4e22-6970-73da-06472dd4984b,Nyheim Hines,N.C. STATE,100,RB,Indianapolis Colts,2018
https://www.nfl.com/prospects/john-kelly/32004b45-4c64-1184-f35f-fa8ffac29350,John Kelly,TENNESSEE,162,RB,Los Angeles Rams,2018
https://www.nfl.com/prospects/bo-scarbrough/32005343-4155-6552-23db-bd78c453b277,Bo Scarbrough,ALABAMA,210,RB,Dallas Cowboys,2018
https://www.nfl.com/prospects/kalen-ballage/32004241-4c60-8677-837d-5f12080d8f67,Kalen Ballage,ARIZONA STATE,127,RB,Miami Dolphins,2018
https://www.nfl.com/prospects/nick-bawden/32004241-5734-6075-a91d-09a2ddc139e7,Nick Bawden,SAN DIEGO STATE,211,RB,Detroit Lions,2018
https://www.nfl.com/prospects/chase-edmonds/32004544-4d18-1116-8de3-583c7ff1d2b8,Chase Edmonds,FORDHAM,130,RB,Arizona Cardinals,2018
https://www.nfl.com/prospects/jaylen-samuels/32005341-4d71-3301-f2ff-d32355fda80f,Jaylen Samuels,N.C. STATE,156,RB,Pittsburgh Steelers,2018
https://www.nfl.com/prospects/mark-walton/32005741-4c80-8914-fd4d-6ca747e909bd,Mark Walton,MIAMI,108,RB,Cincinnati Bengals,2018
https://www.nfl.com/prospects/justin-jackson/32004a41-4328-3219-d5e0-94e7d9512273,Justin Jackson,NORTHWESTERN,225,RB,Los Angeles Chargers,2018
https://www.nfl.com/prospects/jordan-wilkins/32005749-4c08-8337-ca0c-7bfc2f7b2caa,Jordan Wilkins,MISSISSIPPI,160,RB,Indianapolis Colts,2018
https://www.nfl.com/prospects/ito-smith/3200534d-4934-2780-bc1f-aa0a71b0ad00,Ito Smith,SOUTHERN MISSISSIPPI,122,RB,Atlanta Falcons,2018
https://www.nfl.com/prospects/trenton-cannon/32004341-4e67-8301-f62c-beadb4a19a53,Trenton Cannon,VIRGINIA STATE,190,RB,New York Jets,2018
https://www.nfl.com/prospects/josh-jacobs/32004a41-4373-4615-60ca-982d07046841,Josh Jacobs,ALABAMA,24,RB,Las Vegas Raiders,2019
https://www.nfl.com/prospects/david-montgomery/32004d4f-4e48-7374-a044-7fb197b6b501,David Montgomery,IOWA STATE,74,RB,Chicago Bears,2019
https://www.nfl.com/prospects/miles-sanders/32005341-4e15-3567-869d-79c73965b54e,Miles Sanders,PENN STATE,53,RB,Philadelphia Eagles,2019
https://www.nfl.com/prospects/damien-harris/32004841-5231-1469-57ad-03c4e9f5e495,Damien Harris,ALABAMA,88,RB,New England Patriots,2019
https://www.nfl.com/prospects/darrell-henderson/32004845-4e05-4456-6f99-3e76d883b110,Darrell Henderson,MEMPHIS,70,RB,Los Angeles Rams,2019
https://www.nfl.com/prospects/dexter-williams/32005749-4c03-6343-3624-9a83687bd3f7,Dexter Williams,NOTRE DAME,182,RB,Green Bay Packers,2019
https://www.nfl.com/prospects/rodney-anderson/3200414e-4447-1841-e43a-8a52ce91e342,Rodney Anderson,OKLAHOMA,199,RB,Cincinnati Bengals,2019
https://www.nfl.com/prospects/ryquell-armstead/32004152-4d08-7415-19ec-70f8e3f1c566,Ryquell Armstead,TEMPLE,130,RB,Jacksonville Jaguars,2019
https://www.nfl.com/prospects/bryce-love/32004c4f-5604-4766-ac8b-19be320b56b7,Bryce Love,STANFORD,106,RB,Washington Commanders,2019
https://www.nfl.com/prospects/alexander-mattison/32004d41-5459-9622-25bb-238938a4f96b,Alexander Mattison,BOISE STATE,103,RB,Minnesota Vikings,2019
https://www.nfl.com/prospects/devin-singletary/32005349-4e18-6919-d1e6-003f4632ba87,Devin Singletary,FLORIDA ATLANTIC,75,RB,Buffalo Bills,2019
https://www.nfl.com/prospects/trayveon-williams/32005749-4c18-5325-3179-dd521a18c706,Trayveon Williams,TEXAS A&M,169,RB,Cincinnati Bengals,2019
https://www.nfl.com/prospects/myles-gaskin/32004741-5321-1909-2ae0-a123794bf24d,Myles Gaskin,WASHINGTON,212,RB,Miami Dolphins,2019
https://www.nfl.com/prospects/justice-hill/32004849-4c32-6301-179f-7d7fb01289c2,Justice Hill,OKLAHOMA STATE,107,RB,Baltimore Ravens,2019
https://www.nfl.com/prospects/travis-homer/3200484f-4d65-5558-456b-7b9fa9f97090,Travis Homer,MIAMI,192,RB,Seattle Seahawks,2019
https://www.nfl.com/prospects/tony-pollard/3200504f-4c28-3188-35b8-d0ae9db0f68a,Tony Pollard,MEMPHIS,122,RB,Dallas Cowboys,2019
https://www.nfl.com/prospects/benny-snell/3200534e-4530-2466-8118-0bfea2b80406,Benny Snell,KENTUCKY,116,RB,Pittsburgh Steelers,2019
https://www.nfl.com/prospects/mike-weber/32005745-4244-4499-2513-03a5f384271c,Mike Weber,OHIO STATE,196,RB,Dallas Cowboys,2019
https://www.nfl.com/prospects/kerrith-whyte/32005748-5941-5291-6a5c-a47313a7d28d,Kerrith Whyte,FLORIDA ATLANTIC,200,RB,Chicago Bears,2019
https://www.nfl.com/prospects/chandler-cox/3200434f-5815-7463-677e-3e7bd4e6b3d6,Chandler Cox,AUBURN,211,RB,Miami Dolphins,2019
https://www.nfl.com/prospects/d-andre-swift/32005357-4922-8476-53db-e64aaf6e01f5,D'Andre Swift,GEORGIA,35,RB,Detroit Lions,2020
https://www.nfl.com/prospects/jonathan-taylor/32005441-5943-1618-c081-5dd6b2d0b829,Jonathan Taylor,WISCONSIN,41,RB,Indianapolis Colts,2020
https://www.nfl.com/prospects/cam-akers/3200414b-4541-5291-73e4-84e805a9ffce,Cam Akers,FLORIDA STATE,52,RB,Los Angeles Rams,2020
https://www.nfl.com/prospects/clyde-edwards-helaire/32004544-5781-5562-8963-df06e680f700,Clyde Edwards-Helaire,LSU,32,RB,Kansas City Chiefs,2020
https://www.nfl.com/prospects/j-k-dobbins/3200444f-4220-7645-7ee7-94f57d3eed4f,J.K. Dobbins,OHIO STATE,55,RB,Baltimore Ravens,2020
https://www.nfl.com/prospects/zack-moss/32004d4f-5375-6406-2efb-a60ab36c4cc4,Zack Moss,UTAH,86,RB,Buffalo Bills,2020
https://www.nfl.com/prospects/darrynton-evans/32004556-4111-6537-4adc-98552053123e,Darrynton Evans,APPALACHIAN STATE,93,RB,Tennessee Titans,2020
https://www.nfl.com/prospects/aj-dillon/32004449-4c23-7740-624c-afbd67329c54,AJ Dillon,BOSTON COLLEGE,62,RB,Green Bay Packers,2020
https://www.nfl.com/prospects/eno-benjamin/32004245-4e13-1505-4267-e7260b30dd7d,Eno Benjamin,ARIZONA STATE,200,RB,Arizona Cardinals,2020
https://www.nfl.com/prospects/deejay-dallas/32004441-4c41-5290-528d-2115c573d8ed,DeeJay Dallas,MIAMI,134,RB,Seattle Seahawks,2020
https://www.nfl.com/prospects/la-mical-perine/32005045-5209-4283-5343-0dc17857704e,La'Mical Perine,FLORIDA,110,RB,New York Jets,2020
https://www.nfl.com/prospects/anthony-mcfarland/32004d43-4650-9831-455d-4f5daa13de76,Anthony McFarland,MARYLAND,114,RB,Pittsburgh Steelers,2020
https://www.nfl.com/prospects/ke-shawn-vaughn/32005641-5545-8202-856a-988711b103bf,Ke'Shawn Vaughn,VANDERBILT,76,RB,Tampa Bay Buccaneers,2020
https://www.nfl.com/prospects/raymond-calais/32004341-4c04-8278-3ab4-d7a50c7dc4ce,Raymond Calais,LOUISIANA-LAFAYETTE,223,RB,Tampa Bay Buccaneers,2020
https://www.nfl.com/prospects/joshua-kelley/32004b45-4c27-2420-b6d2-7125878e440b,Joshua Kelley,UCLA,102,RB,Los Angeles Chargers,2020
https://www.nfl.com/prospects/jason-huntley/32004855-4e82-0991-c24d-2b6b3dad0477,Jason Huntley,NEW MEXICO STATE,155,RB,Detroit Lions,2020
https://www.nfl.com/prospects/d-andre-swift/32005357-4922-8476-53db-e64aaf6e01f5,D'Andre Swift,GEORGIA,35,RB,Detroit Lions,2021
https://www.nfl.com/prospects/jonathan-taylor/32005441-5943-1618-c081-5dd6b2d0b829,Jonathan Taylor,WISCONSIN,41,RB,Indianapolis Colts,2021
https://www.nfl.com/prospects/cam-akers/3200414b-4541-5291-73e4-84e805a9ffce,Cam Akers,FLORIDA STATE,52,RB,Los Angeles Rams,2021
https://www.nfl.com/prospects/clyde-edwards-helaire/32004544-5781-5562-8963-df06e680f700,Clyde Edwards-Helaire,LSU,32,RB,Kansas City Chiefs,2021
https://www.nfl.com/prospects/j-k-dobbins/3200444f-4220-7645-7ee7-94f57d3eed4f,J.K. Dobbins,OHIO STATE,55,RB,Baltimore Ravens,2021
https://www.nfl.com/prospects/zack-moss/32004d4f-5375-6406-2efb-a60ab36c4cc4,Zack Moss,UTAH,86,RB,Buffalo Bills,2021
https://www.nfl.com/prospects/darrynton-evans/32004556-4111-6537-4adc-98552053123e,Darrynton Evans,APPALACHIAN STATE,93,RB,Tennessee Titans,2021
https://www.nfl.com/prospects/aj-dillon/32004449-4c23-7740-624c-afbd67329c54,AJ Dillon,BOSTON COLLEGE,62,RB,Green Bay Packers,2021
https://www.nfl.com/prospects/eno-benjamin/32004245-4e13-1505-4267-e7260b30dd7d,Eno Benjamin,ARIZONA STATE,200,RB,Arizona Cardinals,2021
https://www.nfl.com/prospects/deejay-dallas/32004441-4c41-5290-528d-2115c573d8ed,DeeJay Dallas,MIAMI,134,RB,Seattle Seahawks,2021
https://www.nfl.com/prospects/la-mical-perine/32005045-5209-4283-5343-0dc17857704e,La'Mical Perine,FLORIDA,110,RB,New York Jets,2021
https://www.nfl.com/prospects/anthony-mcfarland/32004d43-4650-9831-455d-4f5daa13de76,Anthony McFarland,MARYLAND,114,RB,Pittsburgh Steelers,2021
https://www.nfl.com/prospects/ke-shawn-vaughn/32005641-5545-8202-856a-988711b103bf,Ke'Shawn Vaughn,VANDERBILT,76,RB,Tampa Bay Buccaneers,2021
https://www.nfl.com/prospects/raymond-calais/32004341-4c04-8278-3ab4-d7a50c7dc4ce,Raymond Calais,LOUISIANA-LAFAYETTE,223,RB,Tampa Bay Buccaneers,2021
https://www.nfl.com/prospects/joshua-kelley/32004b45-4c27-2420-b6d2-7125878e440b,Joshua Kelley,UCLA,102,RB,Los Angeles Chargers,2021
https://www.nfl.com/prospects/jason-huntley/32004855-4e82-0991-c24d-2b6b3dad0477,Jason Huntley,NEW MEXICO STATE,155,RB,Detroit Lions,2021
https://www.nfl.com/prospects/breece-hall/32004841-4c18-9796-85f0-25933f010ae8,Breece Hall,IOWA STATE,36,RB,New York Jets,2022
https://www.nfl.com/prospects/kenneth-walker-iii/32005741-4c39-1813-7d3e-48047712136d,Kenneth Walker III,MICHIGAN STATE,41,RB,Seattle Seahawks,2022
https://www.nfl.com/prospects/zamir-white/32005748-4960-3663-61e2-3aa5c09bf289,Zamir White,GEORGIA,113,RB,Las Vegas Raiders,2022
https://www.nfl.com/prospects/isaiah-spiller/32005350-4935-8127-e160-a345616324a2,Isaiah Spiller,TEXAS A&M,114,RB,Los Angeles Chargers,2022
https://www.nfl.com/prospects/brian-robinson/3200524f-4273-6177-6c0d-d79eb9d007d1,Brian Robinson,ALABAMA,98,RB,Washington Commanders,2022
https://www.nfl.com/prospects/dameon-pierce/32005049-4524-5478-115c-8ae11dbeefa6,Dameon Pierce,FLORIDA,98,RB,Houston Texans,2022
https://www.nfl.com/prospects/tyrion-davis-price/32004441-5682-2552-baf3-6579c14749f1,Tyrion Davis-Price,LSU,93,RB,San Francisco 49ers,2022
https://www.nfl.com/prospects/kevin-harris/32004841-5245-7260-8be0-ef52c1ce6dea,Kevin Harris,SOUTH CAROLINA,164,RB,New England Patriots,2022
https://www.nfl.com/prospects/james-cook/3200434f-4f15-1970-d2e5-e575c819187c,James Cook,GEORGIA,63,RB,Buffalo Bills,2022
https://www.nfl.com/prospects/tyler-badie/32004241-4468-5229-8c1d-59265ee103fc,Tyler Badie,MISSOURI,178,RB,Baltimore Ravens,2022
https://www.nfl.com/prospects/pierre-strong/32005354-5265-8099-4e5a-fedfdfa80694,Pierre Strong,SOUTH DAKOTA STATE,118,RB,New England Patriots,2022
https://www.nfl.com/prospects/kyren-williams/32005749-4c41-5359-809b-caeaa1db84d0,Kyren Williams,NOTRE DAME,149,RB,Los Angeles Rams,2022
https://www.nfl.com/prospects/rachaad-white/32005748-4939-3110-903e-6b6c868dd3ab,Rachaad White,ARIZONA STATE,91,RB,Tampa Bay Buccaneers,2022
https://www.nfl.com/prospects/tyler-allgeier/3200414c-4c70-2582-4cca-1a2070c9a090,Tyler Allgeier,BYU,136,RB,Atlanta Falcons,2022
https://www.nfl.com/prospects/ty-chandler/32004348-4133-6645-66e1-215e9c59ff5f,Ty Chandler,NORTH CAROLINA,154,RB,Minnesota Vikings,2022
https://www.nfl.com/prospects/snoop-conner/3200434f-4e47-4976-67fa-3e11b58a8850,Snoop Conner,MISSISSIPPI,139,RB,Jacksonville Jaguars,2022
https://www.nfl.com/prospects/jerome-ford/3200464f-5223-4027-cb9f-9f2ae803ccd5,Jerome Ford,CINCINNATI,141,RB,Cleveland Browns,2022
https://www.nfl.com/prospects/trestan-ebner/32004542-4e18-9231-4f25-d77f6f5c137d,Trestan Ebner,BAYLOR,185,RB,Chicago Bears,2022
https://www.nfl.com/prospects/hassan-haskins/32004841-5328-8544-d8b7-95875ddb3ea1,Hassan Haskins,MICHIGAN,122,RB,Tennessee Titans,2022
https://www.nfl.com/prospects/isiah-pacheco/32005041-4357-6791-9031-d5a8938af2e4,Isiah Pacheco,RUTGERS,222,RB,Kansas City Chiefs,2022
https://www.nfl.com/prospects/bijan-robinson/3200524f-4236-8260-6d5f-ae47fe2e0128,Bijan Robinson,TEXAS,8,RB,Atlanta Falcons,2023
https://www.nfl.com/prospects/jahmyr-gibbs/32004749-4219-8578-ca06-2b870fe6f731,Jahmyr Gibbs,ALABAMA,12,RB,Detroit Lions,2023
https://www.nfl.com/prospects/zach-evans/32004556-4181-2057-89cd-cc42654bef9d,Zach Evans,MISSISSIPPI,198,RB,Los Angeles Rams,2023
https://www.nfl.com/prospects/israel-abanikanda/32004142-4115-9567-2e24-0eab29f6a4b9,Israel Abanikanda,PITTSBURGH,136,RB,New York Jets,2023
https://www.nfl.com/prospects/de-von-achane/32004143-4810-3822-6a71-b10965e0a57a,De'Von Achane,TEXAS A&M,85,RB,Miami Dolphins,2023
https://www.nfl.com/prospects/zach-charbonnet/32004348-4154-8773-f098-b6f992d916a2,Zach Charbonnet,UCLA,53,RB,Seattle Seahawks,2023
https://www.nfl.com/prospects/eric-gray/32004752-4165-2870-85bd-e1a472b80efc,Eric Gray,OKLAHOMA,165,RB,New York Giants,2023
https://www.nfl.com/prospects/tyjae-spears/32005350-4511-3961-6914-5e32243e62c5,Tyjae Spears,TULANE,82,RB,Tennessee Titans,2023
https://www.nfl.com/prospects/dewayne-mcbride/32004d43-4237-3490-bbda-1ea9d60ee72b,DeWayne McBride,UAB,197,RB,Minnesota Vikings,2023
https://www.nfl.com/prospects/tank-bigsby/32004249-4773-2544-d042-8e63f2fc44d8,Tank Bigsby,AUBURN,89,RB,Jacksonville Jaguars,2023
https://www.nfl.com/prospects/chase-brown/32004252-4f34-0581-a205-5f41836f80e9,Chase Brown,ILLINOIS,156,RB,Cincinnati Bengals,2023
https://www.nfl.com/prospects/kendre-miller/32004d49-4c36-9085-7b40-672b4733cbc6,Kendre Miller,TCU,72,RB,New Orleans Saints,2023
https://www.nfl.com/prospects/roschon-johnson/32004a4f-4865-2931-d4f5-6e3ddf27f82a,Roschon Johnson,TEXAS,109,RB,Chicago Bears,2023
https://www.nfl.com/prospects/kenny-mcintosh/32004d43-4950-0298-3acc-043d70d34f9d,Kenny McIntosh,GEORGIA,212,RB,Seattle Seahawks,2023
https://www.nfl.com/prospects/deuce-vaughn/32005641-5542-4979-415d-9403ea793f9b,Deuce Vaughn,KANSAS STATE,195,RB,Dallas Cowboys,2023
https://www.nfl.com/prospects/chris-rodriguez-jr/3200524f-4479-7090-bc9d-40ffbbc0f4c6,Chris Rodriguez Jr.,KENTUCKY,176,RB,Washington Commanders,2023
https://www.nfl.com/prospects/evan-hull/32004855-4c08-4697-e160-3c4a9d8ca5e2,Evan Hull,NORTHWESTERN,169,RB,Indianapolis Colts,2023
https://www.nfl.com/prospects/lew-nichols-iii/32004e49-4352-4830-b213-0722421ec562,Lew Nichols III,CENTRAL MICHIGAN,210,RB,Green Bay Packers,2023
https://www.nfl.com/prospects/jonathon-brooks/32004252-4f13-1669-de2f-e975d31892d1,Jonathon Brooks,TEXAS,46,RB,Carolina Panthers,2024
https://www.nfl.com/prospects/jaylen-wright/32005752-4939-8099-f6ee-7772cc125a42,Jaylen Wright,TENNESSEE,116,RB,Miami Dolphins,2024
https://www.nfl.com/prospects/trey-benson/32004245-4e64-9191-567b-28b29177bf93,Trey Benson,FLORIDA STATE,66,RB,Arizona Cardinals,2024
https://www.nfl.com/prospects/marshawn-lloyd/32004c4c-4f67-3464-78d4-33609054aa9a,MarShawn Lloyd,USC,89,RB,Green Bay Packers,2024
